id,label,predicted_label,response_id,error
7636,OLAHRAGA,OLAHRAGA,chatcmpl-a5503eff9f871d1e,
57200,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b6166fdd4f0151db,
24123,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-92bb9582ba7100f8,
26041,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-b9de86e641d83eb7,
16239,OLAHRAGA,OLAHRAGA,chatcmpl-84311830c19dc62b,
50544,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-be22488cf6f15733,
38398,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-b6c9b25c722b4bb6,
47016,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-bf0be8a77134a292,
61801,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-90ccc0dc7b1eb7b1,
38675,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-ab5c0d86f8937313,
29841,POLITIK_PEMERINTAHAN,EKONOMI_BISNIS,chatcmpl-997dd1e2f89e7f0f,
3775,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-ab16f40cd78e610c,
6802,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-846a6cb699e755f1,
52927,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-a4f2cd9ae2182694,
63383,POLITIK_PEMERINTAHAN,EKONOMI_BISNIS,chatcmpl-a47382e68dba035b,
23502,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-a48a74cbd58f73bf,
38952,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-afd83950b9258c42,
23606,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-85a27bf7658781f9,
24348,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-a800f7cd3398e844,
63150,POLITIK_PEMERINTAHAN,BENCANA_LINGKUNGAN,chatcmpl-b2c69f529fcf7304,
35492,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-a72e076059985b0f,
51481,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-b9abd3d80f35f547,
3681,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-8d48e78a76259b5c,
9423,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-b13f5d9abe0ebbbc,
31773,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-9e7984edaf24d530,
43842,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-8518e48390674558,
47990,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-989588b662a64f80,
56608,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-9aa6d3e1aa4e2379,
40432,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-99c9b58e2af7f8f9,
36479,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b07829ef92322366,
4286,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-a7e72d203f9e2cea,
61453,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-827540d8af9e610f,
59431,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-ab7a5ec6001f6198,
4154,TEKNOLOGI_DIGITAL,TEKNOLOGI_DIGITAL,chatcmpl-9ab273039d00f1ae,
16140,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-93a7a7fedcffd09b,
46106,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-af4ba6992f9a2139,
26053,HUKUM_KRIMINAL,POLITIK_PEMERINTAHAN,chatcmpl-bfe77e8dc543270d,
38061,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-9c758c2adb48dff5,
14519,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-87ec32f0c7213579,
29546,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-906b1b34a22ac203,
3688,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-a311ca8db9de10c2,
9067,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-b3604a86930f5f12,
12798,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-bffab259ceac6b54,
40953,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-a9cfcdd02e059e5e,
9632,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-98c89ee80cee9dc5,
14870,EKONOMI_BISNIS,POLITIK_PEMERINTAHAN,chatcmpl-ac6610f976e37e7c,
10489,EKONOMI_BISNIS,POLITIK_PEMERINTAHAN,chatcmpl-a54df56fa45b9270,
30301,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-a55ca946cdd16615,
10215,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-8c0935f45eedf0ec,
29597,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-9c5f008c418427c2,
25773,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-a3d6c36445a01ac6,
15585,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-8e6d7daebae47b06,
4630,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-882900c79706cce9,
47257,TEKNOLOGI_DIGITAL,EKONOMI_BISNIS,chatcmpl-97c0217f649ea28e,
15446,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-94e591d3a2b6ebf1,
175,OLAHRAGA,OLAHRAGA,chatcmpl-a73cc65967be218e,
37764,EKONOMI_BISNIS,BENCANA_LINGKUNGAN,chatcmpl-992d380afef56575,
40309,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-9ddf2caf1778a06f,
38847,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-b0aea235b1dbdcaa,
14898,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-be24827065208066,
5241,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-a1ad3a2e3d298ab6,
52177,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-9928c6a7270a69f5,
59842,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-845504a8f6efe9d2,
14709,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-8149d08bcb062adb,
25369,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-80e5b239147a2ce7,
35366,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-be2661e2859a7eaf,
52108,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-b75f7e3dc67394c5,
60188,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-bede606c58418c48,
42146,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-b1b4213fbce52fd8,
50481,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-a9fa9e0deac35292,
5340,POLITIK_PEMERINTAHAN,BENCANA_LINGKUNGAN,chatcmpl-a7b3ecf593020a09,
6729,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-96d969377d3a5746,
14723,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-bbc005d1f48ffff4,
62234,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-a9ab52a89fd3cd6f,
10900,EKONOMI_BISNIS,HUKUM_KRIMINAL,chatcmpl-a1a68e2d92939ee1,
29270,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-a9c4a311c78dcbcc,
43691,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-8c96a257ae0c3129,
35900,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-be7545b91f12e7df,
18055,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-8085d4959c833207,
4771,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-91e273f2766f224a,
37822,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-a11e3830ee4f8cde,
47285,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-a111eff222104144,
50346,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-970598bdd746a52e,
6742,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-bb3b9539a228d7be,
29259,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-ac920ca443a9fb1a,
43636,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-9fda3f018615217a,
48695,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-951c6e349903a6da,
36578,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-8d71336fac171a53,
29466,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-b1f50e0ea52e4d8b,
37902,OLAHRAGA,OLAHRAGA,chatcmpl-b1e60f60d5e8b6ea,
40027,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-bafd59733962ce0d,
47798,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-90c23994e39bfac3,
43671,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-8c9054a24c85cd37,
30508,POLITIK_PEMERINTAHAN,HUKUM_KRIMINAL,chatcmpl-940a17191e3d834c,
50777,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-82cf4cfa0b7954f1,
19734,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-87c1aecec4a52d53,
312,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-a9150673266e782a,
52816,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-ae28a0d104d8bb5b,
34213,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-a39dd0e702d7ccaf,
52792,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-b1332e6bf5ea3a95,
42785,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-82e3aa3b61741049,
29745,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-bd01d6507c41384d,
46884,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b9025ae8cf218e18,
48452,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-a0de8e77a45f0b30,
6583,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-9a815396d767ef55,
44432,OLAHRAGA,POLITIK_PEMERINTAHAN,chatcmpl-9a468228880e6ca5,
47179,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-9e7879fa35048827,
4300,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-bcebb4c19d4c116f,
59394,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-8d31fb48a74ed07e,
24727,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-94ec387d7b7c4ff7,
48273,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-82d52d435b852b4c,
8651,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-8af5b4c205c8092e,
26943,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-8282e277788135b8,
5179,HUKUM_KRIMINAL,POLITIK_PEMERINTAHAN,chatcmpl-bbc8cf5ea555acdf,
36574,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-a16495583771754a,
37739,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-adf5457808f93938,
52873,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-a6e530d87c7a5da6,
47796,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-8bba168af47aa48a,
10174,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-bdee480d660eb2e6,
22065,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-bd50d46366d19ec5,
53590,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-a6b8c75d94cf520c,
6774,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-837d0a4754065e12,
52998,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-8c50234d5fb9c81a,
59536,OLAHRAGA,POLITIK_PEMERINTAHAN,chatcmpl-b22cb81c4f213c81,
15433,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b2276670d4cf0100,
52435,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-ac6b8fa4777ed0a4,
53119,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-af6d254a2e1556d8,
42759,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-870b2b65b98b3a7e,
44156,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-ad335eab7e39c9bd,
25167,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-bc4875c502da76d1,
62280,BENCANA_LINGKUNGAN,TEKNOLOGI_DIGITAL,chatcmpl-89321b76e6764009,
28829,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-937ea4f6602e4739,
6762,OLAHRAGA,OLAHRAGA,chatcmpl-a762e3e23ea14b7c,
38001,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-a47ffe1878d437fa,
49298,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-a1382ef50924e99e,
61665,EKONOMI_BISNIS,POLITIK_PEMERINTAHAN,chatcmpl-86fd15588a8d6114,
21607,EKONOMI_BISNIS,TEKNOLOGI_DIGITAL,chatcmpl-a0adf9c862ddcbc2,
45300,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-826ccc3154b70c44,
29558,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-929b0be4d1d3ac74,
56196,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-90b8ea13500a7767,
52028,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-bbb51bce5d81560a,
40117,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-ac343c33bac9987e,
26271,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-bf37189565733c83,
24271,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-8dee1e4e5dcd24c7,
61473,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-97f6c309b05672ec,
60219,POLITIK_PEMERINTAHAN,OLAHRAGA,chatcmpl-8a67ecbf5846df94,
14688,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-86e45f5b542428af,
33841,TEKNOLOGI_DIGITAL,EKONOMI_BISNIS,chatcmpl-a5ca4dcf078a4bc5,
52419,OLAHRAGA,BENCANA_LINGKUNGAN,chatcmpl-8af51fddb6c5a0c5,
62335,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b4873a7b9150ff03,
4191,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-af9e5bd7e6fbb729,
11096,OLAHRAGA,OLAHRAGA,chatcmpl-aa83f48a5639249e,
34628,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-b7542d82250cd3cc,
60164,POLITIK_PEMERINTAHAN,HUKUM_KRIMINAL,chatcmpl-bde41df8da943374,
44113,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-b2e86519517303d4,
13089,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-803100fdaa256a20,
62800,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-827a2473aa1e7293,
44079,TEKNOLOGI_DIGITAL,TEKNOLOGI_DIGITAL,chatcmpl-9dae5d075ab373fe,
6941,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-a813b1ecdc5d32f3,
63071,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-9b19fbe8b82f51ab,
23262,POLITIK_PEMERINTAHAN,HUKUM_KRIMINAL,chatcmpl-8e667225fc073118,
38039,HUKUM_KRIMINAL,POLITIK_PEMERINTAHAN,chatcmpl-9a817dbb26c85e64,
6776,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-89b1b4ba802f99af,
6463,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-b9c819dfe9fcf886,
60625,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b4c4d9cb8473208d,
9820,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-acf97c4813e817fe,
14767,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b0aff725493279f9,
10231,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-88ed79c92bf2dd1b,
43299,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-8f9abb50231f6751,
61339,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b375b216734788af,
30646,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-b5bb6e3d047fd3b6,
14801,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-a84fd3198d499c66,
52467,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-9864a0f775493e7b,
8954,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b17a97f64511022a,
39870,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-a6cfce7023f7745b,
58675,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-93ac825942f6cbe6,
50145,OLAHRAGA,POLITIK_PEMERINTAHAN,chatcmpl-b9f2d16876f38b17,
13134,EKONOMI_BISNIS,POLITIK_PEMERINTAHAN,chatcmpl-809b0c0411d163d8,
60420,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-929999a615c49d57,
6851,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b4ef0043955252cc,
27452,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-931bf57939111093,
21275,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-ba2873de60ba8337,
21220,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-9615e8e67d34f0e8,
38222,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-bb813ba6610b3d8d,
14528,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-83f288bc70faf9d7,
32095,OLAHRAGA,OLAHRAGA,chatcmpl-b08373f49c2c2f4b,
60903,OLAHRAGA,OLAHRAGA,chatcmpl-9c5f4cdbe5ebf656,
24242,POLITIK_PEMERINTAHAN,EKONOMI_BISNIS,chatcmpl-8f7af6a8cb054890,
16947,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-81408e21233aa389,
37914,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-aed12572527fa665,
34864,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-9b9828f1581f1d1f,
63337,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-8098c0392a6323f4,
5912,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-88c3e62dd3d97d36,
11014,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-ae2df891456aae5b,
22400,OLAHRAGA,OLAHRAGA,chatcmpl-af3b3584bd4ec869,
12900,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-88c88cae656d7126,
58878,POLITIK_PEMERINTAHAN,EKONOMI_BISNIS,chatcmpl-beb79aa4a4af46b3,
16102,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b6515959a5c2fba4,
52906,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-8a8a726e0b4e7896,
31945,OLAHRAGA,OLAHRAGA,chatcmpl-8cfd94e79f4e386a,
25951,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-a21d539ecdc25ff0,
25867,POLITIK_PEMERINTAHAN,HUKUM_KRIMINAL,chatcmpl-9ad7a74513284515,
26985,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-8b787a81bad72fc9,
53123,HUKUM_KRIMINAL,OLAHRAGA,chatcmpl-81048affed38a606,
10049,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-998fc7123004884e,
41978,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-b94b54a94d0fc687,
42028,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-90806f547edfa620,
38653,HUKUM_KRIMINAL,POLITIK_PEMERINTAHAN,chatcmpl-b8150b0f125f89ab,
43687,EKONOMI_BISNIS,POLITIK_PEMERINTAHAN,chatcmpl-84f4cc9d0a31fcba,
59533,BENCANA_LINGKUNGAN,OLAHRAGA,chatcmpl-badfc94b0a49a15a,
51700,TEKNOLOGI_DIGITAL,EKONOMI_BISNIS,chatcmpl-b21746d436255b05,
39181,TEKNOLOGI_DIGITAL,EKONOMI_BISNIS,chatcmpl-b5269f76866af41f,
62337,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-bb66b27febdadd7a,
47810,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-8be0a48e1d1a190f,
4138,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-b14e20e6cc492a39,
34079,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b219bdbbc798b97e,
32280,BENCANA_LINGKUNGAN,EKONOMI_BISNIS,chatcmpl-ae3276a76b02f23f,
53079,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-8b140091aaf581a8,
37205,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-8415985ba5e948c3,
7551,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-a6adf396fde72b79,
22104,BENCANA_LINGKUNGAN,BENCANA_LINGKUNGAN,chatcmpl-909b26c16cc1f4ed,
40242,EKONOMI_BISNIS,POLITIK_PEMERINTAHAN,chatcmpl-8a1c48f2c6674189,
32642,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-a3c3640914c4d1f3,
46813,BENCANA_LINGKUNGAN,HUKUM_KRIMINAL,chatcmpl-b9754e99f9fe4c3c,
23496,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-9c28bce1ad1ff02c,
16544,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-855509bceb9cd889,
51189,OLAHRAGA,EKONOMI_BISNIS,chatcmpl-bf8c2986a303c7ae,
62316,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-84013a701013042f,
36824,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-b69a53f726d6eebc,
50520,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-81d10b8987cb8539,
7026,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-87da7321b6f3cc20,
14338,EKONOMI_BISNIS,EKONOMI_BISNIS,chatcmpl-8d05ae3e57887809,
61456,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-ab04c78f8689c968,
24141,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-acaec1d6e3f05568,
63074,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-b681d8dd4aee5dde,
37726,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-99ceb262a63022fa,
28025,POLITIK_PEMERINTAHAN,EKONOMI_BISNIS,chatcmpl-9aaaded54ac7bfb6,
32309,HUKUM_KRIMINAL,HUKUM_KRIMINAL,chatcmpl-9c7ba37f02b2a037,
23838,POLITIK_PEMERINTAHAN,POLITIK_PEMERINTAHAN,chatcmpl-8a5eb2a013c3ba45,
